X,Y,Z,angle,lsx,lsy,formation,group
538787.93391317,7511414.190376366,648.174704211748,118.82078771913541,-0.8761318353254226,0.4820715788441657,Weeli_Wolli_Formation,Hamersley_Group
540176.3702598349,7509536.418059699,648.9392874316599,140.67337433051785,-0.6337404121023255,0.7735457905440211,Weeli_Wolli_Formation,Hamersley_Group
540136.6306451501,7507380.908688376,641.9010858429072,36.04354988472525,0.5884000072601714,0.8085699916867001,Weeli_Wolli_Formation,Hamersley_Group
536619.020546295,7505701.410906535,619.2492329227674,84.94791178147065,0.9961150521968459,0.08806135807989154,Weeli_Wolli_Formation,Hamersley_Group
533418.7666028601,7504511.129494435,604.1128718780575,43.002008008368556,0.6820239909269032,0.7313297996117343,Weeli_Wolli_Formation,Hamersley_Group
530567.311552138,7503401.93587108,586.041489622721,72.66473193543074,0.9545775713635327,0.2979625148398695,Weeli_Wolli_Formation,Hamersley_Group
527496.4746117699,7502647.560212821,550.1931990985662,81.25676294075134,0.9883794595552071,0.15200672330313747,Weeli_Wolli_Formation,Hamersley_Group
523870.945712385,7502170.26538658,562.5839043746583,79.39186164124635,0.9829092105714613,0.1840909660298048,Weeli_Wolli_Formation,Hamersley_Group
519985.0720591949,7501672.912742423,536.1161963844258,83.61610040535004,0.9937992032609978,0.1111896739711298,Weeli_Wolli_Formation,Hamersley_Group
517718.81477603,7501047.941254555,519.6543425274594,77.4602191317983,0.9761454962471767,0.21711741099311463,Weeli_Wolli_Formation,Hamersley_Group
515915.388899805,7507821.880215287,636.7579660013549,80.8932500540958,-0.9873951674898341,-0.1582743921729675,Weeli_Wolli_Formation,Hamersley_Group
518983.319499755,7508600.48432351,665.9332643579593,78.95085537756296,-0.9814631587276647,-0.19165090153796463,Weeli_Wolli_Formation,Hamersley_Group
522165.14586458495,7509041.525225464,571.8620977399696,74.7184147815496,-0.9646421770590518,-0.2635630289679737,Weeli_Wolli_Formation,Hamersley_Group
524798.5644314501,7509492.065014159,591.1618250501102,89.24496135208122,-0.9999131725954582,-0.013177528982529167,Weeli_Wolli_Formation,Hamersley_Group
529055.035170825,7510594.404529645,598.1337981307406,66.59099980033723,-0.9176922291326409,-0.39729204949201335,Weeli_Wolli_Formation,Hamersley_Group
532673.18441653,7511808.991150855,640.9289667210606,64.43635715269322,-0.9021065257076714,-0.431513402197005,Weeli_Wolli_Formation,Hamersley_Group
534820.8249658099,7512406.219417799,658.2144499578023,93.18594349626026,-0.9984544289514286,0.0555765535750186,Weeli_Wolli_Formation,Hamersley_Group
538252.34643369,7511670.60894086,662.685502522893,112.24730322172904,-0.9255583250967453,0.37860505390724475,Weeli_Wolli_Formation,Hamersley_Group
518314.10025259,7510387.21490998,589.8993593055,76.77696592368463,-0.973487022475948,-0.22874225029695155,Wittenoom_Formation,Hamersley_Group
522309.026056465,7511359.02917601,586.3608332069263,72.64167775281733,-0.9544576025002619,-0.29834658541610976,Wittenoom_Formation,Hamersley_Group
523755.8459489,7512212.05589521,600.6966850523852,48.01626823353689,-0.7433347846084837,-0.6689195751292223,Wittenoom_Formation,Hamersley_Group
526520.1154471,7515958.585676265,636.5378229217756,7.595487057748642,-0.13217831605983543,-0.9912259544440845,Wittenoom_Formation,Hamersley_Group
527168.035092775,7518992.88447202,621.5894103092205,0.003373400229008894,-5.887694094985462e-05,-0.9999999982667529,Wittenoom_Formation,Hamersley_Group
526412.261705105,7520115.641022271,634.246212372665,15.965657619903538,-0.2750611379916681,-0.9614267368690806,Wittenoom_Formation,Hamersley_Group
529197.99461344,7520709.720615881,641.0170010840133,102.54629838209149,-0.976120792375468,0.21722844816526343,Wittenoom_Formation,Hamersley_Group
532634.5191747337,7520028.282510026,604.8667158328491,94.47599219793186,-0.9969501217689998,0.078041365344133,Wittenoom_Formation,Hamersley_Group
534338.0607227751,7520733.00405802,636.938688429949,29.727169328978306,-0.4958705127787483,-0.8683964731368624,Wittenoom_Formation,Hamersley_Group
549386.979920835,7520323.1789416,664.2055085412718,112.2456199845483,-0.9255694473683045,0.3785778626627969,Wittenoom_Formation,Hamersley_Group
551132.528754255,7518167.384741275,668.0232356599107,140.20475978273956,-0.6400458729826267,0.7683366973390685,Wittenoom_Formation,Hamersley_Group
552137.580130485,7517003.61910557,641.225312885979,26.51301113581992,0.4464010297052676,0.8948330127337037,Wittenoom_Formation,Hamersley_Group
551780.478009565,7515456.36944638,637.0947276756849,40.93624890906099,0.6552188830337317,0.7554390877602436,Wittenoom_Formation,Hamersley_Group
548897.613677515,7514319.135195435,635.7527960472172,77.05689911742682,0.9745929779906228,0.2239833191364246,Wittenoom_Formation,Hamersley_Group
546966.843348305,7512983.390460685,637.825269598269,36.85668856779353,0.5998155505342558,0.8001383038808275,Wittenoom_Formation,Hamersley_Group
546318.865985385,7512018.13350736,642.4945300374538,8.750621994330036,0.15213411568425572,0.9883598589810138,Wittenoom_Formation,Hamersley_Group
545498.939821435,7510616.14618635,653.5872103842215,47.108005728477686,0.7326380062588067,0.6806185067900525,Wittenoom_Formation,Hamersley_Group
544388.08989391,7508248.899835629,638.1108478508189,19.659101322619282,0.3364231353149178,0.941710929120439,Wittenoom_Formation,Hamersley_Group
541663.86921207,7504453.40099267,595.1569916087406,55.84147553008513,0.8274872410183591,0.5614845197793293,Wittenoom_Formation,Hamersley_Group
537696.580005585,7503038.644540605,596.2344837610162,108.468672991861,0.9484970027640711,-0.3167861040948193,Wittenoom_Formation,Hamersley_Group
