X, Y, l, m, angle
516187.31005864, 7520946.76593407, -0.42768059460412416, 0.9039299248277284, -25.32045465582991
516687.31005864, 7473946.76593407, -0.47743379629712657, 0.8786677245428524, -28.517932904684642
516687.31005864, 7474446.76593407, -0.4618908362783487, 0.886936782055005, -27.509187171079926
516687.31005864, 7474946.76593407, -0.4391932704778326, 0.8983926041364018, -26.052419946816645
516687.31005864, 7475446.76593407, -0.40910555426978024, 0.9124870659168905, -24.14865949599707
516687.31005864, 7475946.76593407, -0.37114595658596683, 0.9285745413858211, -21.786308761554515
516687.31005864, 7476446.76593407, -0.3223142916365565, 0.9466327151576923, -18.80294131460782
516687.31005864, 7476946.76593407, -0.25989092945432973, 0.9656379781198358, -15.063590385200255
516687.31005864, 7477446.76593407, -0.18584084654702335, 0.982579859225033, -10.710159523194907
516687.31005864, 7477946.76593407, -0.10453891259117526, 0.9945207970446142, -6.000602000287721
516687.31005864, 7478446.76593407, -0.018056215736099734, 0.9998369732477849, -1.0346011788239673
516687.31005864, 7478946.76593407, 0.07366631611299591, 0.9972829457432532, 4.224595851104235
516687.31005864, 7479446.76593407, 0.16836297470549944, 0.9857250675255832, 9.692652571660561
516687.31005864, 7479946.76593407, 0.2585816940224876, 0.9659893930662284, 14.985921519801591
516687.31005864, 7480446.76593407, 0.3350843790577543, 0.9421881228881412, 19.577669071418235
516687.31005864, 7480946.76593407, 0.39308057041056044, 0.9195040321639205, 23.146317807697816
516687.31005864, 7481446.76593407, 0.434814109488233, 0.9005202330819418, 25.77346596783858
516687.31005864, 7481946.76593407, 0.46708566822394054, 0.8842120664975088, 27.845286638389407
516687.31005864, 7482446.76593407, 0.4971305754482241, 0.8676757406741977, 29.81034128418946
516687.31005864, 7482946.76593407, 0.5294572616237625, 0.8483366125034725, 31.968791514265025
516687.31005864, 7483446.76593407, 0.5634019114819433, 0.8261829616607285, 34.29139062765845
516687.31005864, 7483946.76593407, 0.5924480492429697, 0.8056086574436747, 36.33092233239387
516687.31005864, 7484446.76593407, 0.6111128165686254, 0.791543508232846, 37.67001041355942
516687.31005864, 7484946.76593407, 0.6310407838019745, 0.7757496562542517, 39.12695148643707
516687.31005864, 7485446.76593407, 0.6785572180222842, 0.7345475490870951, 42.731001589150516
516687.31005864, 7485946.76593407, 0.7559530108885342, 0.6546258819574428, 49.10871157102221
516687.31005864, 7486446.76593407, 0.8371577334583886, 0.5469615428079142, 56.84118920880815
516687.31005864, 7486946.76593407, 0.9061470560521184, 0.4229627794594684, 64.9782180382695
516687.31005864, 7487446.76593407, 0.962573809770218, 0.2710196685564505, 74.27504792615515
516687.31005864, 7487946.76593407, 0.9984287898171945, 0.0560352716079119, 86.78773287443384
516687.31005864, 7488446.76593407, 0.9656591244058784, -0.25981234661130354, 105.05892775174094
516687.31005864, 7488946.76593407, 0.7825324666106951, -0.622609780440511, 128.50696594064976
516687.31005864, 7489446.76593407, 0.5029244304029826, -0.8643303866600061, 149.8063318989519
516687.31005864, 7489946.76593407, 0.2792141452437504, -0.9602288587080695, 163.78669194999566
516687.31005864, 7490446.76593407, 0.14568765042421464, -0.9893306365992471, 171.62289847804476
516687.31005864, 7490946.76593407, 0.07684972701126702, -0.9970426868786981, 175.59248933194633
516687.31005864, 7491446.76593407, 0.0518113171178904, -0.9986568917393548, 177.03010044682918
516687.31005864, 7491946.76593407, 0.06416334915644432, -0.9979394092954883, 176.32118370173222
516687.31005864, 7492446.76593407, 0.12512496511468216, -0.992140989529739, 172.8120275861426
516687.31005864, 7492946.76593407, 0.2820915463545095, -0.9593874918276355, 163.61492552792552
516687.31005864, 7493446.76593407, 0.6613459166293738, -0.7500810479925842, 138.59739900499207
516687.31005864, 7493946.76593407, 0.9996130488235975, 0.02781640921456341, 88.4060315495035
516687.31005864, 7494446.76593407, 0.8442850717226011, 0.5358943157623174, 57.59541794843698
516687.31005864, 7494946.76593407, 0.7351845497774929, 0.6778670059594766, 47.32281261997135
516687.31005864, 7495446.76593407, 0.7085645450825148, 0.7056460057649366, 45.11824246944456
516687.31005864, 7495946.76593407, 0.7275752907167509, 0.6860278393319296, 46.68350540714054
516687.31005864, 7496446.76593407, 0.7569768541611199, 0.6534416900262291, 49.19840401150294
516687.31005864, 7496946.76593407, 0.7656456866487441, 0.6432625300110161, 49.96446940696861
516687.31005864, 7497446.76593407, 0.7328685490056813, 0.6803702594016784, 47.12741680165486
516687.31005864, 7497946.76593407, 0.656941747383351, 0.7539413376018784, 41.06704802554314
516687.31005864, 7498446.76593407, 0.5839784251309805, 0.8117691783884997, 35.73085317203691
516687.31005864, 7498946.76593407, 0.5854831381133642, 0.8106845841539898, 35.837128839844894
516687.31005864, 7499446.76593407, 0.6735917475766205, 0.7391036176319761, 42.344886571472394
516687.31005864, 7499946.76593407, 0.7949020221466564, 0.6067378142057379, 52.64600237162523
516687.31005864, 7500446.76593407, 0.8931804635628678, 0.44969840950310297, 63.275664135145675
516687.31005864, 7500946.76593407, 0.9540354326421336, 0.29969383254137344, 72.56078506943294
516687.31005864, 7501446.76593407, 0.9880025650151639, 0.15443746800390348, 81.11582729119209
516687.31005864, 7501946.76593407, 0.9971848974730242, -0.07498186615251849, 94.30018037790225
516687.31005864, 7502446.76593407, -0.6691828135549237, -0.7430978145861526, -137.99597474609743
516687.31005864, 7502946.76593407, -0.9538664288176363, -0.3002313041218206, -107.47149631041715
516687.31005864, 7503446.76593407, -0.9738684036227744, -0.2271130388710188, -103.12716363005772
516687.31005864, 7503946.76593407, -0.9788041849593956, -0.20479835816229897, -101.81769538504835
516687.31005864, 7504446.76593407, -0.9797312098314201, -0.2003166405525554, -101.55547591585518
516687.31005864, 7504946.76593407, -0.9787768375017661, -0.20492901788190301, -101.82534385567476
516687.31005864, 7505446.76593407, -0.976560567864708, -0.21524278685186846, -102.42977146080129
516687.31005864, 7505946.76593407, -0.9733538634414888, -0.22930821294390585, -103.25634678343346
516687.31005864, 7506446.76593407, -0.9692779056212452, -0.24596817207617047, -104.23905689860158
516687.31005864, 7506946.76593407, -0.9644523136860345, -0.2642569481123536, -105.32280521754554
516687.31005864, 7507446.76593407, -0.9594733881746366, -0.281799250149256, -106.36761897128886
516687.31005864, 7507946.76593407, -0.9553773409640205, -0.29538811142718285, -107.18081168444047
516687.31005864, 7508446.76593407, -0.9529267672991548, -0.303200554360942, -107.64993765356483
516687.31005864, 7508946.76593407, -0.9524581390236685, -0.3046694822386551, -107.73828027751328
516687.31005864, 7509446.76593407, -0.9534495472711833, -0.30155258381976396, -107.55087879248897
516687.31005864, 7509946.76593407, -0.9540493700294037, -0.29964946111498003, -107.43655016906455
516687.31005864, 7510446.76593407, -0.9516622933477591, -0.30714634853776734, -107.88734007741074
516687.31005864, 7510946.76593407, -0.9429074118605419, -0.33305496942464974, -109.45430496618715
516687.31005864, 7511446.76593407, -0.9216803533040334, -0.38795015959959633, -112.82701233435914
516687.31005864, 7511946.76593407, -0.8822775522618843, -0.47072956224862056, -118.0816644243269
516687.31005864, 7512446.76593407, -0.8696370099139504, -0.4936916760366977, -119.58351492256118
516687.31005864, 7512946.76593407, -0.9433528342398776, -0.33179124480852434, -109.37753287040948
516687.31005864, 7513446.76593407, -0.9983252347098089, -0.05785089231468051, -93.31646361020735
516687.31005864, 7513946.76593407, -0.9760709107021851, 0.2174524713150132, -77.44055169936586
516687.31005864, 7514446.76593407, -0.9076934037548643, 0.4196339890665541, -65.18851815065733
516687.31005864, 7514946.76593407, -0.858896117350709, 0.5121498409644165, -59.19286403676765
516687.31005864, 7515446.76593407, -0.8700488607824357, 0.49296549559901853, -60.46431793339091
516687.31005864, 7515946.76593407, -0.9362246590767452, 0.35140203149189697, -69.42690637811624
516687.31005864, 7516446.76593407, -0.9952626564127286, 0.09722265554015193, -84.42073908689056
516687.31005864, 7516946.76593407, -0.9886782956685619, -0.1500507503277059, -98.62986762482117
516687.31005864, 7517446.76593407, -0.9634828727932243, -0.26776996439876405, -105.53160973049175
516687.31005864, 7517946.76593407, -0.9724110422303601, -0.23327401258705374, -103.48990353702277
516687.31005864, 7518446.76593407, -0.9992650595881505, -0.03833197994221427, -92.19679886953055
516687.31005864, 7518946.76593407, -0.9549036185036117, 0.29691594663929544, -72.72753845604927
516687.31005864, 7519446.76593407, -0.7858999267043344, 0.6183537055812975, -51.80398724958101
516687.31005864, 7519946.76593407, -0.5934037780297569, 0.8049049361384304, -36.398924514594974
516687.31005864, 7520446.76593407, -0.4528692464537604, 0.8915769431834827, -26.927921386297914
516687.31005864, 7520946.76593407, -0.3633436741394623, 0.9316551800225426, -21.30568507488063
517187.31005864, 7473946.76593407, -0.4901543951050739, 0.8716356285508177, -29.35073002137076
517187.31005864, 7474446.76593407, -0.483284115212929, 0.8754635709056411, -28.90011335003374
517187.31005864, 7474946.76593407, -0.4657009224416793, 0.88494217372491, -27.755593980716203
517187.31005864, 7475446.76593407, -0.4356325264073957, 0.9001246035610346, -25.825549345045307
517187.31005864, 7475946.76593407, -0.3923648166031176, 0.9198096817777044, -23.10172544701894
517187.31005864, 7476446.76593407, -0.3349669380314747, 0.9422298819427338, -19.570527476377702
517187.31005864, 7476946.76593407, -0.26395098501019987, 0.9645360944579239, -15.304629479195718
517187.31005864, 7477446.76593407, -0.18350765949828052, 0.983018280046441, -10.57413812059888
517187.31005864, 7477946.76593407, -0.09748490130503568, 0.9952370039430544, -5.594358203237478
517187.31005864, 7478446.76593407, -0.006082307653822254, 0.9999815025957252, -0.34849270700361207
517187.31005864, 7478946.76593407, 0.09115782496377885, 0.9958364579326634, 5.230219402991615
517187.31005864, 7479446.76593407, 0.19050082783350156, 0.9816870349529684, 10.982013373825945
517187.31005864, 7479946.76593407, 0.28270380098047876, 0.9592072564942311, 16.42164249134515
517187.31005864, 7480446.76593407, 0.3576668480765181, 0.9338492521745728, 20.956978135516355
517187.31005864, 7480946.76593407, 0.41087353259940734, 0.9116923495397357, 24.259720572536537
517187.31005864, 7481446.76593407, 0.44554388201731626, 0.8952601014213353, 26.458141430107595
517187.31005864, 7481946.76593407, 0.4697818924959609, 0.8827825176581793, 28.020139637825235
517187.31005864, 7482446.76593407, 0.4926625052558422, 0.8702204639716521, 29.515731053883787
517187.31005864, 7482946.76593407, 0.5218566433095677, 0.8530332020699256, 31.456874057656854
517187.31005864, 7483446.76593407, 0.5618458317853868, 0.827241960556515, 34.18354566696126
517187.31005864, 7483946.76593407, 0.6124245743292553, 0.7905290258792719, 37.76502270229343
517187.31005864, 7484446.76593407, 0.6712877085175198, 0.7411968782943552, 42.166528720914634
517187.31005864, 7484946.76593407, 0.7401132146799173, 0.6724822893252718, 47.74106061630948
517187.31005864, 7485446.76593407, 0.8169792433756771, 0.5766670754372113, 54.78353770709486
517187.31005864, 7485946.76593407, 0.8840385114390953, 0.4674140672814077, 62.133431446018555
517187.31005864, 7486446.76593407, 0.9287644278780647, 0.37067052419680085, 68.24302381499598
517187.31005864, 7486946.76593407, 0.9575465523290597, 0.2882786848220508, 73.24506857687838
517187.31005864, 7487446.76593407, 0.9796257405222405, 0.20083179157257872, 78.41439585398874
517187.31005864, 7487946.76593407, 0.9965901072969249, 0.08251156305575418, 85.26705484023579
517187.31005864, 7488446.76593407, 0.9948414436930314, -0.10144211113125035, 95.8222196959611
517187.31005864, 7488946.76593407, 0.9243815267578159, -0.38146925562735606, 112.42472146475322
517187.31005864, 7489446.76593407, 0.7197168618016385, -0.6942676996940021, 133.96889102972472
517187.31005864, 7489946.76593407, 0.4529093109303705, -0.8915565916264526, 153.06950390421122
517187.31005864, 7490446.76593407, 0.25411837250665514, -0.9671731244997293, 165.27864912932282
517187.31005864, 7490946.76593407, 0.14034007028080353, -0.9901033606010936, 171.93247488004542
517187.31005864, 7491446.76593407, 0.08528610456153876, -0.9963565026478817, 175.10752280373362
517187.31005864, 7491946.76593407, 0.07119522398541996, -0.9974624003348025, 175.91736019110513
517187.31005864, 7492446.76593407, 0.09627062135957429, -0.9953551966323587, 174.47554371577192
517187.31005864, 7492946.76593407, 0.18498960399470124, -0.9827404776510855, 169.33947371127064
517187.31005864, 7493446.76593407, 0.45205031990974953, -0.8919924373387329, 153.1246933669247
517187.31005864, 7493946.76593407, 0.9964371657330088, -0.08433845354266498, 94.83798445012671
517187.31005864, 7494446.76593407, 0.7450586820531919, 0.6669989207616162, 48.16413951965864
517187.31005864, 7494946.76593407, 0.6134330671406177, 0.7897467139143123, 37.83815218528302
517187.31005864, 7495446.76593407, 0.6024044607044181, 0.7981909957669401, 37.042299250895994
517187.31005864, 7495946.76593407, 0.636985891221285, 0.7708754597112464, 39.567430413996455
517187.31005864, 7496446.76593407, 0.67801914831934, 0.7350442398334379, 42.689045554941046
517187.31005864, 7496946.76593407, 0.7003937237156133, 0.7137567034920074, 44.45860105073103
517187.31005864, 7497446.76593407, 0.6937551359852334, 0.7202109491628894, 43.928100462614374
517187.31005864, 7497946.76593407, 0.6668595313150211, 0.745183444189624, 41.825142185864735
517187.31005864, 7498446.76593407, 0.6526117838250741, 0.7576924571438299, 40.7388098508171
517187.31005864, 7498946.76593407, 0.686511239366909, 0.7271191912079551, 43.35457376500932
517187.31005864, 7499446.76593407, 0.765345526499094, 0.6436196276278595, 49.937741381657204
517187.31005864, 7499946.76593407, 0.8527448707352184, 0.5223276609895131, 58.51148369663574
517187.31005864, 7500446.76593407, 0.92240705006245, 0.3862191528071706, 67.28055236588642
517187.31005864, 7500946.76593407, 0.9705561512764539, 0.2408749825520226, 76.06181171682738
517187.31005864, 7501446.76593407, 0.9978761810465704, 0.06513929152141859, 86.2651490917465
517187.31005864, 7501946.76593407, 0.965505654251472, -0.2603820877257822, 105.09273507951367
517187.31005864, 7502446.76593407, -0.3171229390245644, -0.9483844376329793, -161.51097864133746
517187.31005864, 7502946.76593407, -0.9027403990450695, -0.43018574120018055, -115.4793483212968
517187.31005864, 7503446.76593407, -0.9568664887177563, -0.29052800685812047, -106.88956966196062
517187.31005864, 7503946.76593407, -0.9712295857728349, -0.23814510643623893, -103.77708886422167
517187.31005864, 7504446.76593407, -0.9763201075633564, -0.2163308752061902, -102.4936185404239
517187.31005864, 7504946.76593407, -0.9776719366344613, -0.2101370607899096, -102.13038447545848
517187.31005864, 7505446.76593407, -0.9768778728313561, -0.2137980859888246, -102.34502320839134
517187.31005864, 7505946.76593407, -0.9744662514080912, -0.22453401717036803, -102.9754782180749
517187.31005864, 7506446.76593407, -0.9703064317119253, -0.24187895439345458, -103.99746434386597
517187.31005864, 7506946.76593407, -0.9641111696568049, -0.2654988748431666, -105.39659812186899
517187.31005864, 7507446.76593407, -0.9570105396472617, -0.29005314513732966, -106.86113777057776
517187.31005864, 7507946.76593407, -0.9515263029502251, -0.30756738252597005, -107.91269066033139
517187.31005864, 7508446.76593407, -0.9491540298553928, -0.3148120512452915, -108.34946787556622
517187.31005864, 7508946.76593407, -0.9503283207527978, -0.3112492293567444, -108.1345309819312
517187.31005864, 7509446.76593407, -0.954384078899445, -0.2985816972676959, -107.37243647873213
517187.31005864, 7509946.76593407, -0.9582938324342325, -0.2857847629222228, -106.60576334030934
517187.31005864, 7510446.76593407, -0.9573766356517418, -0.28884247871141117, -106.78866960086681
517187.31005864, 7510946.76593407, -0.9434716994817808, -0.3314530921215859, -109.35699601471477
517187.31005864, 7511446.76593407, -0.8797175243055826, -0.47549666395218454, -118.39169269322282
517187.31005864, 7511946.76593407, -0.46989625215660386, -0.8827216504703945, -151.97243775053724
517187.31005864, 7512446.76593407, 0.30915301011276025, -0.9510123113494481, 161.99180563016702
517187.31005864, 7512946.76593407, -0.5822894188365914, -0.812981569724028, -144.38827020426243
517187.31005864, 7513446.76593407, -0.9301605956765526, 0.36715291943635786, -68.45986275541351
517187.31005864, 7513946.76593407, -0.7756410785522936, 0.6311742368492511, -50.863191169205116
517187.31005864, 7514446.76593407, -0.6647988180419566, 0.7470224437927, -41.66689311416996
517187.31005864, 7514946.76593407, -0.6301475377111875, 0.7764754218367299, -39.061008439720986
517187.31005864, 7515446.76593407, -0.6982801050419473, 0.7158246258006266, -44.2891789426212
517187.31005864, 7515946.76593407, -0.8877293001132763, 0.4603658216249255, -62.589284178214704
517187.31005864, 7516446.76593407, -0.9943747734387144, -0.10591888381542343, -96.08010995986538
517187.31005864, 7516946.76593407, -0.8596342262662094, -0.5109099695951289, -120.72446138662413
517187.31005864, 7517446.76593407, -0.7836516190005819, -0.6212005634557707, -128.40385907780274
517187.31005864, 7517946.76593407, -0.8174133421766678, -0.5760515845230962, -125.17330860957091
517187.31005864, 7518446.76593407, -0.9324009261912212, -0.3614256670987176, -111.187776961104
517187.31005864, 7518946.76593407, -0.9928566270208584, 0.11931352890918905, -83.14751394983546
517187.31005864, 7519446.76593407, -0.7820576836012879, 0.623206049008021, -51.449362979462585
517187.31005864, 7519946.76593407, -0.5292233067411951, 0.8484825817905249, -31.952991802277182
517187.31005864, 7520446.76593407, -0.37757260980047747, 0.9259799805225037, -22.183405344390692
517187.31005864, 7520946.76593407, -0.29612491909585814, 0.9551492199077961, -17.225004702741934
517687.31005864, 7473946.76593407, -0.5091095106059399, 0.8607017521828223, -30.604532878593854
517687.31005864, 7474446.76593407, -0.5147294785957067, 0.8573526484852029, -30.97937467428962
517687.31005864, 7474946.76593407, -0.5072684607659861, 0.8617880880541964, -30.482053961075607
517687.31005864, 7475446.76593407, -0.48258923800267683, 0.8758468058764589, -28.854646218832098
517687.31005864, 7475946.76593407, -0.43774351279736307, 0.899099892672569, -25.95999677560074
517687.31005864, 7476446.76593407, -0.3724979623899343, 0.9280330101970227, -21.869755812801884
517687.31005864, 7476946.76593407, -0.29100157750811656, 0.9567225731045482, -16.917928518659206
517687.31005864, 7477446.76593407, -0.2014559990772494, 0.9794975653036547, -11.622114818148596
517687.31005864, 7477946.76593407, -0.10743863951235147, 0.9942117172613362, -6.167685301224352
517687.31005864, 7478446.76593407, -0.006300380641526598, 0.9999801524049224, -0.36098760833385296
517687.31005864, 7478946.76593407, 0.10212543591574344, 0.9947715292161409, 5.8615757166363345
517687.31005864, 7479446.76593407, 0.21043648999532613, 0.9776075304939335, 12.147932892334573
517687.31005864, 7479946.76593407, 0.3061193170805897, 0.951993153184472, 17.82551737486083
517687.31005864, 7480446.76593407, 0.3788326707313293, 0.9254651844270364, 22.261394326713265
517687.31005864, 7480946.76593407, 0.42614024028876984, 0.9046571149372725, 25.222858269319772
517687.31005864, 7481446.76593407, 0.4532029067084987, 0.8914073846177, 26.949365572729068
517687.31005864, 7481946.76593407, 0.4690976626069989, 0.8831462975841828, 27.97573979276465
517687.31005864, 7482446.76593407, 0.48393700302428366, 0.8751028380161239, 28.942851190953196
517687.31005864, 7482946.76593407, 0.508004937185954, 0.8613541570078447, 30.53103075115381
517687.31005864, 7483446.76593407, 0.5512414712510806, 0.8343457558907723, 33.452224836762895
517687.31005864, 7483946.76593407, 0.6202263345412862, 0.7844229050336818, 38.33266450504239
517687.31005864, 7484446.76593407, 0.7127124780184945, 0.7014562877875834, 45.456040742705305
517687.31005864, 7484946.76593407, 0.8134022554426461, 0.5817016166737171, 54.429685497668345
517687.31005864, 7485446.76593407, 0.8960792475720707, 0.4438941113268702, 63.64739398511695
517687.31005864, 7485946.76593407, 0.9442343812268698, 0.3292741005744459, 70.77527771695566
517687.31005864, 7486446.76593407, 0.9660980302762406, 0.25817551374281794, 75.03816891743483
