X, Y, l, m, n, dip, dip_dir
516187.31005864, 7473946.76593407, -0.3181805672402173, -0.1715669541445762, 0.9323764834423091, 21.191651462375546, 241.66589685682624
516187.31005864, 7474446.76593407, -0.3145922712618576, -0.16017432519449812, 0.9356152459268676, 20.672229428570475, 243.0171282391866
516187.31005864, 7474946.76593407, -0.31064759671518744, -0.14753419927600986, 0.939005713879881, 20.11475611407721, 244.59580475284162
516187.31005864, 7475446.76593407, -0.3066249349533306, -0.13393088546522078, 0.9423606884751548, 19.54814083941804, 246.40474743158296
516187.31005864, 7475946.76593407, -0.3031914340851787, -0.11935055501113921, 0.9454260411665768, 19.016278146574933, 248.51304385083768
516187.31005864, 7476446.76593407, -0.3014748508797995, -0.10291334627516766, 0.9479038756358421, 18.5756504593445, 251.15182599240842
516187.31005864, 7476946.76593407, -0.30241619973284767, -0.08371072271291556, 0.9494929999963263, 18.287674848544484, 254.52757393683066
516187.31005864, 7477446.76593407, -0.3062420702320844, -0.06189211532704441, 0.9499395562246636, 18.205960105481083, 258.57431440511715
516187.31005864, 7477946.76593407, -0.3127088685768963, -0.03810039913168157, 0.9490845710996275, 18.362105164320283, 263.0533305637661
516187.31005864, 7478446.76593407, -0.3213128710618875, -0.012252027157799697, 0.9468938307542675, 18.756469083793192, 267.8163043589192
516187.31005864, 7478946.76593407, -0.3310732603929959, 0.016500788512414034, 0.9434607677223362, 19.358885616277973, 272.85327747196396
516187.31005864, 7479446.76593407, -0.34054061724766077, 0.04840866234347757, 0.938982795057874, 20.118574161299662, 278.0905266307875
516187.31005864, 7479946.76593407, -0.34852101307865796, 0.08184794642625529, 0.9337205240908174, 20.977589813431507, 283.2160614667147
516187.31005864, 7480446.76593407, -0.3548670988280872, 0.11389623815090462, 0.9279531179453028, 21.882041159339295, 287.79427346023976
516187.31005864, 7480946.76593407, -0.36025828702773766, 0.1422635008395584, 0.9219409216195543, 22.788498633572715, 291.5487199656576
516187.31005864, 7481446.76593407, -0.3652079483691504, 0.16657840021803777, 0.9159010814650211, 23.665981622874114, 294.51864512223807
516187.31005864, 7481946.76593407, -0.36950006115773587, 0.18808528613245915, 0.9099964999629946, 24.495132146048277, 296.97729532954554
516187.31005864, 7482446.76593407, -0.37250387973753146, 0.20837168987175858, 0.9043351693042101, 25.266110131873063, 299.22183143692513
516187.31005864, 7482946.76593407, -0.3740241611963565, 0.22792153972422607, 0.8989759165690147, 25.976219158228943, 301.35714850517087
516187.31005864, 7483446.76593407, -0.375462542639558, 0.24475366125894032, 0.8939370919561298, 26.627772674147856, 303.0992191912476
