X,Y,formation,appar_th,thickness,cl,cm,p1x,p1y,p2x,p2y,dip,type,slope_dip,slope_length,delz,zbase,zcross
553529.30177137,7485589.264317505,Weeli_Wolli_Formation,865.578731846751,606,0.8587478311283427,-0.5123984411884637,556091.2939773123,7489883.003473147,550967.3095654277,7481295.525161863,42.32878956471785,full,2.117623172104266,866.1702606973016,32.00592899763785,534.9234284159234,566.9293574135612
551584.034485705,7486414.50476229,Weeli_Wolli_Formation,1110.2318297332856,758,0.9503017214624436,-0.3113304324757151,553140.6866480835,7491166.013369602,550027.3823233264,7481662.996154978,42.51529817685015,full,0.5432334356067863,1110.2817328494752,10.526658839075594,540.1326343859299,550.6592932250055
550230.519956985,7487293.7359507345,Weeli_Wolli_Formation,950.2161876366487,678,0.9790347811528496,-0.2036931449337252,551248.9856816536,7492188.909856499,549212.0542323164,7482398.56204497,46.074802109283105,full,0.5162593666440908,950.25476190917,8.562084111168247,567.4536049022427,558.8915207910744
548614.666485775,7487843.47036708,Weeli_Wolli_Formation,1323.4933830459645,852,0.952094017773301,-0.3058054631956291,550143.6938017532,7492603.940455946,547085.6391697968,7483083.000278213,40.70805555370102,full,0.6316871781843879,1323.5738231518083,14.59213371108433,575.265186606986,560.6730528959017
546254.139230385,7489530.93947456,Weeli_Wolli_Formation,2659.7600598543186,917,0.0870885213746094,-0.9962005769145008,551235.1421149574,7489966.382081433,541273.1363458125,7489095.496867687,21.510111357460445,full,1.3314440162980992,2660.478367928864,61.81885004740343,639.650951808464,577.8321017610606
551128.26324862,7491466.82595788,Weeli_Wolli_Formation,853.3796415818508,440,-0.9654723599795488,-0.2605055126394076,552430.790811817,7486639.464157983,549825.7356854229,7496294.187757778,32.48635020240675,full,1.4422087831568482,853.6500610515731,21.485205770164043,585.2439613963361,563.758755626172
555095.42788593,7491675.78107784,Weeli_Wolli_Formation,665.5634318427187,301,-0.9994097546895648,-0.0343531982695033,555267.1938772775,7486678.732304392,554923.6618945826,7496672.829851288,27.929029621832072,full,1.00063343935164,665.6649443165974,11.624813364581655,580.7070089408691,569.0821955762874
560539.6013474499,7492559.55953338,Weeli_Wolli_Formation,984.1022729225319,684,-0.9879875312813388,-0.1545336145717347,561312.2694203086,7487619.621876974,559766.9332745912,7497499.497189786,46.20396281645142,full,2.211415295833076,984.8357309066366,38.001753895255774,617.4968649617548,579.495111066499
541605.4437436049,7489811.405003805,Mount_McRae_Shale_and_Mount_Sylvia_Formation,702.6985650676108,307,0.3011511424210198,-0.9535764203347914,546373.3258452789,7491317.16071591,536837.561641931,7488305.6492917,23.105236674509044,full,2.7864859176426133,703.5303972335689,34.20155674152784,626.1428362897763,660.3443930313041
542031.830849675,7490607.904445505,Mount_McRae_Shale_and_Mount_Sylvia_Formation,511.75305575126737,205,-0.8003820967170366,-0.5994901994652124,545029.281847001,7486605.99396192,539034.3798523489,7494609.8149290895,19.61918593277852,full,3.9813669273721692,512.9910658606746,35.618023276301074,596.34586315516,631.9638864314611
542985.524318275,7491012.14998165,Mount_McRae_Shale_and_Mount_Sylvia_Formation,307.19100235309867,83,-0.9281502359878188,-0.3722057756614701,544846.5531965824,7486371.39880171,541124.4954399677,7495652.901161589,16.57973371299299,full,0.7226337998557707,307.2154365775173,3.874602536142902,637.1447197692967,633.2701172331538
545891.545460255,7492436.914909041,Mount_McRae_Shale_and_Mount_Sylvia_Formation,195.36064953362649,47,-0.9414661590642346,-0.3371075070905977,547577.082995708,7487729.584113719,544206.007924802,7497144.245704362,7.561795072785657,full,6.433348508977423,196.59865657363852,22.02835400929962,605.0833658166562,627.1117198259558
547590.21884899,7492596.189491395,Mount_McRae_Shale_and_Mount_Sylvia_Formation,224.45949811997184,118,-0.9939067305827238,0.1102243661916944,547039.0970180315,7487626.655838481,548141.3406799486,7497565.723144309,28.854209697007313,full,2.9586551386494717,224.75909286886866,11.601014221484206,583.9992597047249,595.6002739262091
549106.260281095,7492613.7243061,Mount_McRae_Shale_and_Mount_Sylvia_Formation,247.91815542324625,189,-0.9752255024434344,-0.2212130633212031,550212.325597701,7487737.596793883,548000.1949644891,7497489.851818318,45.86863307073145,full,3.8256686378959426,248.4718308431184,16.578266919866905,586.5798748057812,603.1581417256481
550602.940566155,7493101.45710035,Mount_McRae_Shale_and_Mount_Sylvia_Formation,239.3132308835282,187,-0.9588065243741896,-0.2840599387761092,552023.2402600356,7488307.42447848,549182.6408722744,7497895.489722221,51.03473251692506,full,0.3568790128026871,239.31787326140517,1.4906329021949887,604.4192827505359,605.9099156527309
552589.9939388649,7493121.491306695,Mount_McRae_Shale_and_Mount_Sylvia_Formation,389.6671805263693,289,-0.9932653788996648,0.1158614995557422,552010.6864410862,7488155.164412197,553169.3014366436,7498087.818201194,42.64112874575136,full,5.049109105611745,391.1851236896597,34.42803242597893,639.5628904374896,673.9909228634685
554160.7796177401,7493132.748972191,Mount_McRae_Shale_and_Mount_Sylvia_Formation,386.7338471600912,274,-0.9989120812426768,0.0466331850448137,553927.613692516,7488138.188565977,554393.9455429642,7498127.309378404,37.2989085177635,full,7.39498972457027,389.9775158684704,50.193568748379334,617.972645684955,668.1662144333343
557055.55382719,7493604.024550101,Mount_McRae_Shale_and_Mount_Sylvia_Formation,431.23306424075196,293,-0.9243232339982786,-0.3816104808452768,558963.6062314163,7488982.40838011,555147.5014229636,7498225.640720092,39.15243531701751,full,3.5670198655627874,432.07011104811056,26.881688314874623,619.6618069515878,646.5434952664624
559849.355504895,7494400.79887525,Mount_McRae_Shale_and_Mount_Sylvia_Formation,519.8693179452337,344,-0.9999999999997292,7.357332484357319e-07,559849.3518262288,7489400.798875251,559849.3591835612,7499400.798875249,38.5373356392148,full,2.8699712932078043,520.522190310233,26.062288167387578,612.5747850973576,638.6370732647451
561178.2950388349,7479975.3363421,Brockman_Iron_Formation,3202.168733034592,1032,0.9073853428834228,-0.4202997020226562,563279.7935489482,7484512.263056518,559076.7965287216,7475438.4096276825,20.97599604426503,full,2.1741851846281617,3204.4756005768577,121.57006156142427,764.2431883395801,642.6731267781558
559711.42507544,7481090.820405206,Brockman_Iron_Formation,2431.5496294067348,1040,0.8022462209089394,-0.5969933006636883,562696.3915787584,7485102.05150975,556726.4585721216,7477079.589300661,27.439576959333316,full,2.132869318329648,2433.2353562375706,90.55770854293996,716.6538185659402,626.0961100230003
558386.88447243,7482052.8101284355,Brockman_Iron_Formation,1687.774474360358,928,0.8319708145325618,-0.5548193974312952,561160.9814595864,7486212.6642010985,555612.7874852736,7477892.9560557725,36.3070375094603,full,2.989999367277322,1690.0752507515565,88.15711486065197,700.1530588644532,611.9959440038012
554783.0886732349,7484462.284703805,Brockman_Iron_Formation,588.5654730791837,392,0.8576263417692478,-0.5142733299554795,557354.4553230123,7488750.416412652,552211.7220234575,7480174.152994959,45.6600871792052,full,3.911346217648701,589.9395660487429,40.241464795106936,619.8465340553906,579.6050692602837
542250.9797124551,7489615.661070095,Brockman_Iron_Formation,3985.2723299931013,1506,0.0386142499527106,-0.9992541917353108,547247.2506711317,7489808.732319859,537254.7087537785,7489422.589820332,23.288520893390185,full,1.0829419623826764,3985.9842935401125,75.33421626212282,722.0829453120988,646.748729049976
544186.9984070649,7491533.66075547,Brockman_Iron_Formation,2505.516709230744,573,-0.4516386337095799,-0.8922009552454783,548648.0031832923,7489275.467586922,539725.9936308375,7493791.853924018,13.068608507702095,full,0.15779442779667532,2505.526211049478,6.900291406868973,633.3864263401974,640.2867177470664
545170.33605265,7491851.659897595,Brockman_Iron_Formation,2184.1936705436733,398,-0.8739205677212587,-0.4860687619192915,547600.6798622465,7487482.057058988,542739.9922430535,7496221.262736201,10.26709178028402,full,0.24109531754168992,2184.213007879492,9.19093830541567,638.3251846861864,647.5161229916021
547566.583725645,7492372.939814605,Brockman_Iron_Formation,1586.9629258926132,707,-0.9899617820960116,0.1413353104828683,546859.9071732307,7487423.130904125,548273.2602780593,7497322.748725085,25.98882683758798,full,0.4740978299157087,1587.017255910168,13.131732520716128,595.570804972621,608.7025374933371
549947.99431685,7492610.959853396,Brockman_Iron_Formation,1390.716310236987,1035,-0.8945133590656903,-0.4470412178457547,552183.2004060787,7488138.393058067,547712.7882276212,7497083.526648724,48.52191008894821,full,0.3823999063660037,1390.7472849222888,9.281969593708823,600.3419434494098,591.059973855701
552344.295352425,7492789.740046754,Brockman_Iron_Formation,1161.5407431557765,652,-0.9640330241614716,0.265782483106182,551015.3829368941,7487969.574925946,553673.2077679558,7497609.905167561,38.303429989124055,full,4.236062017101755,1164.7225514431768,86.03327164202267,672.0286805500089,585.9954089079862
556318.24076914,7493027.764724266,Brockman_Iron_Formation,1338.8135365488909,807,-0.9701672016188414,-0.2424367977495706,557530.4247578878,7488176.9287161715,555106.0567803921,7497878.60073236,37.92286394741911,full,0.8217312038114004,1338.951238982154,19.202466646168887,622.5074542597714,603.3049876136025
558729.40042868,7493712.536538836,Brockman_Iron_Formation,1455.821553959831,944,-0.948728742851703,-0.3160913989450317,560309.8574234052,7488968.892824577,557148.9434339548,7498456.180253094,41.56383021386728,full,1.1291287905881084,1456.1042958321525,28.693611951655726,634.2145626408983,605.5209506892426
561731.869769855,7494022.5605349,Brockman_Iron_Formation,1356.7947213076175,690,-0.993309666988078,0.1154811909707978,561154.4638150011,7489056.01219996,562309.275724709,7498989.10886984,35.14516588324442,full,4.646557372421067,1361.268692328864,110.27482462702028,710.1934620382923,599.918637411272
560481.310866785,7475177.096369605,Marra_Mamba_Iron_Formation,662.0856529813115,167,0.3715796177540703,-0.9284010920231296,565123.3163269006,7477034.994458375,555839.3054066694,7473319.198280835,10.456477145291274,full,4.136841598264832,663.8151547529712,47.88682278060969,634.708651084642,682.5954738652517
559856.84459489,7476914.83302106,Marra_Mamba_Iron_Formation,789.5407145082926,217,-0.0643462079115886,-0.9979276354162152,564846.4827719711,7476593.101981502,554867.2064178089,7477236.564060617,15.98609385111773,full,0.02317570561175346,789.5407790982846,0.31936321176510774,699.5466912281614,699.8660544399265
559705.78181074,7478573.56983927,Marra_Mamba_Iron_Formation,551.8114938339595,236,0.4916889420399544,-0.8707709137744728,564059.6363796124,7481032.01454947,555351.9272418676,7476115.12512907,21.653028943976096,full,3.702809562491619,552.9658361951597,35.711220530056835,618.6489589893149,654.3601795193717
521458.6403813552,7500685.0913142655,Mount_McRae_Shale_and_Mount_Sylvia_Formation,374.92823147883695,216,0.9765376711897582,0.2153466432226972,520381.9071652417,7505567.779670214,522535.37359746866,7495802.402958317,32.92070463678498,full,2.268600464325236,375.22231635737444,14.852876244863523,608.2963371008781,623.1492133457416
519145.0777654663,7499686.477494252,Mount_McRae_Shale_and_Mount_Sylvia_Formation,380.21858355903225,274,0.7896118192604253,0.6136066939695503,516077.04429561854,7503634.536590554,522213.11123531405,7495738.41839795,44.794986053289456,full,1.3868889163523288,380.3299995357864,9.205284528708262,524.4941587901216,533.6994433188298
517233.54054010776,7498279.50996512,Mount_McRae_Shale_and_Mount_Sylvia_Formation,715.0175566920509,549,0.7955210593817061,0.6059259394350173,514203.91084293264,7502257.115262029,520263.1702372829,7494301.904668211,44.592304749683194,full,5.34681042174669,718.1422658787918,66.9194117103184,560.1347569383042,627.0541686486226
519931.834325765,7499583.206071265,Wittenoom_Formation,618.7551079914712,445,0.894416940380277,0.4472340961518744,517695.6638450057,7504055.290773166,522168.0048065244,7495111.121369364,41.648415873895786,full,4.266947645904344,620.4749275153457,46.165485047125344,517.0516673856868,563.2171524328121
517829.94979301,7497980.185686345,Wittenoom_Formation,601.8482755190034,427,0.7389255553121254,0.6737870759421458,514461.0144132993,7501674.813462906,521198.88517272077,7494285.557909785,43.86973852348277,full,1.3203798000277862,602.0081229326845,13.872034159991472,539.8542199830572,553.7262541430487
525195.62039369,7507924.54934537,Boolgeeda_Iron_Formation,678.1300971737562,149,-0.9730265577299736,-0.2306931250647893,526349.0860190139,7503059.416556721,524042.154768366,7512789.68213402,13.300544054916884,full,0.537967592924851,678.159989928702,6.36735794573417,561.9532761998031,555.5859182540689
530911.4760851,7509142.918847915,Boolgeeda_Iron_Formation,817.1220960133624,154,-0.9536285484100744,-0.3009860323292339,532416.4062467462,7504374.776105864,529406.5459234538,7513911.061589966,11.215157089377016,full,0.28467777071915923,817.1321821134566,4.0599571707873565,592.1347917516498,588.0748345808624
