x,y,formation,app_th,thickness,norm_th
522309.026056465,7511359.02917601,Wittenoom_Formation,1187.5999055737495,66,0.2185430463576159
523755.8459489,7512212.05589521,Wittenoom_Formation,1169.818595565336,238,0.7880794701986755
526520.1154471,7515958.585676265,Wittenoom_Formation,3612.140857107348,483,1.599337748344371
532634.5191747337,7520028.282510026,Wittenoom_Formation,1632.0095684567966,512,1.695364238410596
534338.0607227751,7520733.00405802,Wittenoom_Formation,3102.8696670336794,1147,3.7980132450331126
549386.979920835,7520323.1789416,Wittenoom_Formation,2661.863462067159,1278,4.231788079470198
548897.613677515,7514319.135195435,Wittenoom_Formation,2260.720079834403,344,1.1390728476821192
546966.843348305,7512983.390460685,Wittenoom_Formation,2385.2599994312973,302,1.0
546318.865985385,7512018.13350736,Wittenoom_Formation,1930.8713300874024,323,1.0695364238410596
545498.939821435,7510616.14618635,Wittenoom_Formation,1846.3114921626968,467,1.5463576158940397
544388.08989391,7508248.899835629,Wittenoom_Formation,1513.1731392390047,336,1.1125827814569536
541663.86921207,7504453.40099267,Wittenoom_Formation,944.402345302148,359,1.1887417218543046
537696.580005585,7503038.644540605,Wittenoom_Formation,627.8002973357987,296,0.9801324503311258
536651.8741216101,7501808.884078665,Wittenoom_Formation,1532.2180425701788,415,1.3741721854304636
534231.799758695,7501134.369183125,Wittenoom_Formation,710.2716834679077,218,0.7218543046357616
519931.834325765,7499583.206071265,Wittenoom_Formation,618.7551079914712,445,1.4735099337748345
517829.94979301,7497980.185686345,Wittenoom_Formation,601.8482755190034,427,1.413907284768212
541046.085786165,7490334.90064357,Wittenoom_Formation,546.1191462999191,184,0.609271523178808
541984.2541805799,7491030.14927013,Wittenoom_Formation,393.00263767844086,97,0.3211920529801324
543057.965332935,7491476.15873632,Wittenoom_Formation,461.30749970945743,85,0.2814569536423841
543610.1415550329,7492174.374600274,Wittenoom_Formation,736.6212563033313,185,0.6125827814569537
545576.61009292,7492868.913536049,Wittenoom_Formation,513.0356674874296,51,0.16887417218543047
547617.92541423,7492860.930360755,Wittenoom_Formation,273.701244911241,138,0.45695364238410596
549675.7912967349,7492977.2065237295,Wittenoom_Formation,181.20754903773835,134,0.44370860927152317
551393.508414065,7493422.89418282,Wittenoom_Formation,172.38180246404403,121,0.40066225165562913
553083.070230135,7493366.235494681,Wittenoom_Formation,216.5036707171353,147,0.4867549668874172
554848.857776715,7493576.00438467,Wittenoom_Formation,428.96749693875057,279,0.9238410596026491
556687.548405753,7494050.030377721,Wittenoom_Formation,562.0476311898152,353,1.1688741721854305
